hour,day_of_week,month,temperature,humidity,is_weekend,electricity_load
19,4,6,21.51,86.18,0,293.43
20,4,6,20.25,79.15,0,258.57
21,4,6,22.53,49.04,0,241.37
22,4,6,21.62,80.01,0,248.95
23,4,6,25.18,72.09,0,194.87
0,5,6,21.89,73.45,1,151.8
1,5,6,19.39,81.61,1,175.21
2,5,6,24.6,68.69,1,206.32
3,5,6,20.98,63.3,1,212.94
4,5,6,23.21,71.83,1,205.11
5,5,6,20.2,54.9,1,263.76
6,5,6,19.68,49.13,1,251.78
7,5,6,21.88,70.83,1,279.43
8,5,6,21.67,51.69,1,318.52
9,5,6,23.07,44.0,1,332.31
10,5,6,20.82,40.03,1,377.34
11,5,6,16.12,70.42,1,387.02
12,5,6,20.33,58.11,1,409.49
13,5,6,24.01,77.62,1,366.67
14,5,6,20.74,58.76,1,357.32
15,5,6,20.89,64.3,1,367.7
16,5,6,24.59,60.35,1,324.65
17,5,6,19.49,72.53,1,332.03
18,5,6,17.0,57.81,1,293.32
19,5,6,21.15,88.19,1,199.2
20,5,6,20.18,86.81,1,248.11
21,5,6,18.73,82.4,1,225.72
22,5,6,21.1,86.02,1,204.67
23,5,6,23.1,62.46,1,137.94
0,6,6,21.43,66.82,1,158.16
1,6,6,22.38,77.1,1,162.58
2,6,6,26.9,74.81,1,178.82
3,6,6,20.43,84.53,1,238.05
4,6,6,22.29,75.82,1,220.5
5,6,6,19.93,89.89,1,248.56
6,6,6,18.92,57.43,1,288.74
7,6,6,19.7,81.65,1,313.01
8,6,6,20.02,74.88,1,258.25
9,6,6,22.54,74.57,1,329.12
10,6,6,28.51,56.29,1,344.61
11,6,6,19.31,79.28,1,381.32
12,6,6,20.21,85.02,1,368.7
13,6,6,21.27,50.93,1,368.73
14,6,6,22.65,71.27,1,316.65
15,6,6,22.25,59.61,1,335.14
16,6,6,25.31,89.48,1,350.58
17,6,6,14.18,63.94,1,343.62
18,6,6,14.3,51.42,1,303.63
19,6,6,19.97,59.09,1,222.48
20,6,6,24.75,72.69,1,252.06
21,6,6,16.76,43.8,1,226.87
22,6,6,12.44,70.18,1,204.97
23,6,6,23.17,86.56,1,135.84
0,0,6,22.02,82.52,0,219.12
1,0,6,18.02,43.38,0,201.52
2,0,6,18.33,89.67,0,229.49
3,0,6,18.38,74.94,0,239.71
4,0,6,21.62,48.11,0,281.72
5,0,6,19.41,40.62,0,278.09
6,0,6,22.77,48.56,0,301.62
7,0,6,12.72,81.91,0,380.65
8,0,6,18.72,41.08,0,345.04
9,0,6,17.91,51.66,0,397.22
10,0,6,20.52,77.87,0,386.33
11,0,6,19.67,69.31,0,382.36
12,0,6,23.68,79.14,0,404.23
13,0,6,15.71,77.31,0,426.15
14,0,6,21.42,42.53,0,415.12
15,0,6,22.96,84.63,0,402.61
16,0,6,26.86,51.35,0,356.25
17,0,6,19.84,67.67,0,311.53
18,0,6,22.26,72.21,0,294.28
19,0,6,15.88,48.43,0,265.8
20,0,6,14.11,88.81,0,265.37
21,0,6,23.82,64.41,0,227.01
22,0,6,21.27,42.88,0,229.77
23,0,6,24.82,86.86,0,166.35
0,1,6,17.0,69.31,0,197.84
1,1,6,22.68,74.96,0,190.59
2,1,6,26.72,66.26,0,248.95
3,1,6,22.38,81.74,0,207.95
4,1,6,21.95,41.66,0,254.67
5,1,6,21.14,53.42,0,273.7
6,1,6,16.4,63.48,0,334.85
7,1,6,25.18,43.83,0,345.76
8,1,6,19.28,75.3,0,359.21
9,1,6,22.63,59.68,0,361.19
10,1,6,16.43,53.63,0,363.49
11,1,6,17.58,40.17,0,412.59
12,1,6,25.42,75.99,0,419.16
13,1,6,20.07,81.69,0,369.91
14,1,6,25.48,59.75,0,370.62
15,1,6,20.88,68.21,0,378.55
16,1,6,15.59,51.38,0,372.81
17,1,6,23.79,,0,310.55
18,1,6,,40.61,0,295.15
19,1,6,23.21,64.43,0,240.42
20,1,6,21.19,72.21,0,279.56
21,1,6,16.49,85.91,0,217.07
22,1,6,21.61,59.07,0,225.22
23,1,6,27.71,78.26,0,216.97
0,2,6,22.42,69.88,0,226.85
1,2,6,20.77,86.35,0,190.63
2,2,6,24.17,59.92,0,220.05
3,2,6,21.58,55.95,0,196.38
4,2,6,21.57,84.36,0,212.29
5,2,6,17.67,42.46,0,296.87
6,2,6,21.65,46.82,0,265.18
7,2,6,24.05,44.12,0,326.45
8,2,6,18.44,82.16,0,379.13
9,2,6,25.22,40.53,0,393.69
10,2,6,20.67,83.08,0,376.64
11,2,6,18.28,62.56,0,374.12
12,2,6,23.94,40.2,0,415.04
13,2,6,20.08,60.08,0,428.23
14,2,6,23.22,49.34,0,376.42
15,2,6,20.07,71.22,0,359.47
16,2,6,20.77,73.97,0,342.59
17,2,6,22.43,64.38,0,338.38
18,2,6,21.82,42.03,0,325.03
19,2,6,14.96,72.81,0,266.93
20,2,6,17.58,82.1,0,231.08
21,2,6,23.73,76.02,0,280.42
22,2,6,20.55,81.5,0,213.48
23,2,6,19.37,50.03,0,215.03
0,3,6,16.7,84.44,0,199.42
1,3,6,17.53,56.11,0,224.37
2,3,6,14.71,40.67,0,250.83
3,3,6,20.47,82.17,0,239.11
4,3,6,18.98,87.09,0,292.37
5,3,6,17.87,72.78,0,277.9
6,3,6,20.57,51.57,0,298.32
7,3,6,21.87,,0,330.85
8,3,6,27.05,63.33,0,371.93
9,3,6,16.24,84.89,0,389.67
10,3,6,24.25,47.48,0,366.54
11,3,6,23.69,81.3,0,407.08
12,3,6,18.44,54.57,0,401.43
13,3,6,21.38,80.43,0,386.51
14,3,6,19.4,86.01,0,393.75
15,3,6,21.33,61.37,0,353.15
16,3,6,25.3,58.25,0,335.55
17,3,6,22.59,80.11,0,275.05
18,3,6,22.3,66.47,0,335.69
19,3,6,19.48,74.22,0,291.53
20,3,6,16.32,71.14,0,261.86
21,3,6,20.15,47.64,0,220.57
22,3,6,24.39,82.24,0,161.86
23,3,6,16.19,49.79,0,203.36
0,4,6,17.44,86.61,0,225.73
1,4,6,20.98,52.53,0,224.8
2,4,6,17.65,76.69,0,237.12
3,4,6,18.22,54.23,0,241.9
4,4,6,19.33,55.89,0,282.75
5,4,6,16.51,55.5,0,281.28
6,4,6,17.68,77.39,0,332.5
7,4,6,22.71,67.84,0,319.97
8,4,6,16.68,84.15,0,345.68
9,4,6,15.81,55.37,0,366.08
10,4,6,18.71,74.6,0,373.53
11,4,6,22.8,77.65,0,411.77
12,4,6,20.01,47.57,0,390.12
13,4,6,19.21,60.03,0,382.91
14,4,6,20.74,64.14,0,404.04
15,4,6,15.37,57.78,0,393.86
16,4,6,22.09,56.11,0,369.47
17,4,6,21.75,74.32,0,336.75
18,4,6,19.37,50.79,0,291.5
19,4,6,23.62,75.47,0,279.69
20,4,6,17.22,86.75,0,264.45
21,4,6,23.99,68.26,0,215.87
22,4,6,21.07,70.57,0,193.64
23,4,6,19.59,,0,195.81
0,5,7,20.37,83.22,1,214.81
1,5,7,20.11,54.27,1,169.88
2,5,7,24.09,70.75,1,213.28
3,5,7,17.2,88.96,1,201.92
4,5,7,18.14,69.78,1,247.42
5,5,7,23.54,76.24,1,266.02
6,5,7,18.64,62.27,1,297.44
7,5,7,23.13,43.02,1,306.47
8,5,7,25.53,79.88,1,356.37
9,5,7,19.22,41.75,1,355.22
10,5,7,22.47,75.03,1,392.06
11,5,7,16.97,41.15,1,346.77
12,5,7,22.69,83.12,1,378.7
13,5,7,21.03,47.88,1,374.69
14,5,7,21.85,65.71,1,338.25
15,5,7,18.49,69.86,1,361.07
16,5,7,15.45,62.88,1,306.58
17,5,7,21.94,57.04,1,282.95
18,5,7,14.24,63.39,1,249.42
19,5,7,19.48,55.57,1,281.6
20,5,7,23.25,61.91,1,218.5
21,5,7,,57.95,1,245.11
22,5,7,26.28,68.31,1,210.14
23,5,7,23.51,51.9,1,186.13
0,6,7,18.3,89.43,1,167.53
1,6,7,20.34,65.04,1,156.63
2,6,7,20.12,49.71,1,198.57
3,6,7,15.51,63.85,1,214.08
4,6,7,17.44,83.32,1,204.62
5,6,7,18.58,41.09,1,222.34
6,6,7,14.15,73.98,1,270.45
7,6,7,20.4,67.4,1,336.3
8,6,7,19.51,48.48,1,370.49
9,6,7,15.24,80.87,1,361.71
10,6,7,21.47,58.44,1,360.9
11,6,7,22.41,54.69,1,360.88
12,6,7,,81.41,1,353.96
13,6,7,19.29,71.93,1,400.88
14,6,7,22.03,84.91,1,394.16
15,6,7,,71.49,1,323.59
16,6,7,21.18,77.04,1,320.39
17,6,7,17.78,81.82,1,297.42
18,6,7,21.09,42.74,1,263.88
19,6,7,23.84,78.8,1,272.45
20,6,7,18.47,70.69,1,202.59
21,6,7,26.55,43.48,1,220.0
22,6,7,18.68,65.43,1,206.26
23,6,7,20.36,44.12,1,174.68
0,0,7,18.07,76.8,0,227.69
1,0,7,20.76,67.33,0,209.47
2,0,7,14.86,87.68,0,255.59
3,0,7,18.45,49.16,0,207.73
4,0,7,16.81,70.3,0,256.0
5,0,7,20.49,50.58,0,276.45
6,0,7,23.07,70.7,0,249.23
7,0,7,22.02,76.13,0,304.22
8,0,7,12.97,76.12,0,356.3
9,0,7,26.21,80.75,0,400.21
10,0,7,20.97,82.68,0,375.04
11,0,7,17.76,43.86,0,390.84
12,0,7,20.56,57.16,0,419.96
13,0,7,20.61,74.36,0,367.7
14,0,7,18.09,64.93,0,354.96
15,0,7,20.68,49.53,0,366.78
16,0,7,18.26,67.64,0,330.39
17,0,7,18.87,60.37,0,305.51
18,0,7,18.03,59.5,0,321.4
19,0,7,15.79,80.49,0,307.17
20,0,7,20.52,60.38,0,269.47
21,0,7,21.84,41.32,0,251.86
22,0,7,21.63,42.9,0,239.14
23,0,7,22.55,82.81,0,162.2
0,1,7,20.89,88.03,0,211.79
1,1,7,18.32,74.42,0,202.03
2,1,7,22.43,58.22,0,199.53
3,1,7,15.84,86.93,0,255.89
4,1,7,17.21,73.14,0,227.36
5,1,7,17.02,82.22,0,251.54
6,1,7,23.15,78.29,0,315.56
7,1,7,22.74,58.96,0,337.49
8,1,7,21.38,63.94,0,354.3
9,1,7,23.13,49.31,0,355.94
10,1,7,17.28,54.6,0,413.29
11,1,7,20.96,78.91,0,412.8
12,1,7,19.54,84.7,0,407.86
13,1,7,22.45,76.22,0,374.18
14,1,7,19.57,63.26,0,384.18
15,1,7,18.76,44.33,0,395.57
16,1,7,21.54,42.85,0,377.7
17,1,7,22.54,58.72,0,320.71
18,1,7,17.91,63.19,0,305.23
19,1,7,19.73,70.46,0,276.56
20,1,7,16.74,40.32,0,268.65
21,1,7,12.42,89.49,0,241.62
22,1,7,20.52,58.2,0,159.23
23,1,7,21.74,82.4,0,227.91
0,2,7,20.53,66.75,0,239.57
1,2,7,13.89,46.52,0,211.43
2,2,7,18.69,79.88,0,200.34
3,2,7,13.09,75.49,0,248.83
4,2,7,23.85,66.37,0,250.88
5,2,7,16.48,65.73,0,307.82
6,2,7,23.51,44.37,0,304.86
7,2,7,22.58,72.79,0,311.48
8,2,7,17.04,85.56,0,336.03
9,2,7,16.34,44.66,0,402.16
10,2,7,20.79,53.18,0,401.61
11,2,7,17.21,85.12,0,429.78
12,2,7,20.05,54.22,0,385.51
13,2,7,18.29,72.7,0,442.63
14,2,7,14.4,66.74,0,370.73
15,2,7,13.05,69.82,0,407.28
16,2,7,20.42,60.79,0,315.75
17,2,7,18.06,55.0,0,319.93
18,2,7,18.08,42.43,0,341.01
19,2,7,21.83,77.21,0,291.17
20,2,7,23.26,77.3,0,242.23
21,2,7,18.92,73.54,0,226.6
22,2,7,18.72,72.18,0,223.61
23,2,7,21.24,52.19,0,215.58
0,3,7,15.5,41.12,0,241.28
1,3,7,20.24,80.44,0,198.68
2,3,7,21.23,64.56,0,183.1
3,3,7,21.61,55.34,0,233.4
4,3,7,13.76,45.1,0,261.45
5,3,7,17.29,43.14,0,259.89
6,3,7,16.93,57.44,0,318.62
7,3,7,19.87,80.24,0,326.95
8,3,7,21.01,85.94,0,358.6
9,3,7,24.06,84.84,0,357.97
10,3,7,18.08,86.0,0,406.12
11,3,7,18.08,85.39,0,380.06
12,3,7,23.02,66.36,0,385.99
13,3,7,20.46,50.97,0,395.59
14,3,7,23.37,79.9,0,424.87
15,3,7,20.44,50.69,0,390.32
16,3,7,16.1,53.36,0,386.3
17,3,7,15.57,51.66,0,370.3
18,3,7,14.92,65.75,0,389.77
19,3,7,21.56,56.09,0,276.06
20,3,7,23.14,47.71,0,281.25
21,3,7,25.12,62.66,0,257.34
22,3,7,22.1,83.7,0,233.57
23,3,7,23.06,68.53,0,241.54
0,4,7,17.66,83.92,0,202.47
1,4,7,15.93,49.79,0,208.61
2,4,7,21.95,48.35,0,219.92
3,4,7,20.65,68.78,0,229.01
4,4,7,19.72,63.17,0,262.07
5,4,7,20.56,73.01,0,308.97
6,4,7,20.37,79.73,0,294.52
7,4,7,23.25,77.57,0,322.91
8,4,7,23.28,87.11,0,356.69
9,4,7,21.03,59.91,0,368.57
10,4,7,21.94,50.32,0,348.48
11,4,7,20.94,67.55,0,387.64
12,4,7,18.01,45.54,0,423.71
13,4,7,21.67,54.44,0,426.17
14,4,7,15.21,50.39,0,380.47
15,4,7,22.56,59.83,0,348.92
16,4,7,15.81,45.56,0,366.07
17,4,7,20.26,41.59,0,288.73
18,4,7,16.86,72.84,0,303.94
19,4,7,21.06,70.51,0,241.75
20,4,7,19.3,75.42,0,284.14
21,4,7,14.61,73.02,0,232.37
22,4,7,20.66,45.71,0,249.8
23,4,7,17.66,54.55,0,236.52
0,5,7,21.87,46.48,1,157.4
1,5,7,19.23,82.15,1,158.89
2,5,7,20.41,77.35,1,183.5
3,5,7,16.35,50.08,1,211.31
4,5,7,17.46,57.07,1,238.28
5,5,7,17.85,88.33,1,238.96
6,5,7,21.8,69.71,1,285.44
7,5,7,24.26,80.06,1,306.83
8,5,7,16.81,53.23,1,326.17
9,5,7,22.46,50.5,1,327.61
10,5,7,12.72,79.2,1,376.11
11,5,7,15.64,74.29,1,366.15
12,5,7,16.35,74.05,1,385.29
13,5,7,15.17,67.63,1,385.38
14,5,7,14.48,68.18,1,380.65
15,5,7,20.47,76.78,1,379.87
16,5,7,18.58,53.5,1,325.89
17,5,7,20.36,57.64,1,320.06
18,5,7,21.3,83.58,1,276.35
19,5,7,20.02,55.44,1,244.3
20,5,7,21.2,67.32,1,219.62
21,5,7,19.02,75.13,1,205.57
22,5,7,15.67,90.0,1,204.83
23,5,7,22.4,61.76,1,155.22
0,6,7,17.29,61.4,1,152.47
1,6,7,16.25,82.13,1,200.87
2,6,7,18.52,80.28,1,210.06
3,6,7,16.32,76.55,1,228.41
4,6,7,17.8,63.16,1,233.59
5,6,7,20.09,56.2,1,264.25
6,6,7,20.1,70.44,1,289.02
7,6,7,16.36,83.81,1,325.73
8,6,7,17.59,84.19,1,313.83
9,6,7,22.28,45.42,1,319.47
10,6,7,20.54,61.42,1,352.47
11,6,7,25.28,63.24,1,374.44
12,6,7,22.6,88.88,1,366.65
13,6,7,22.49,73.9,1,330.28
14,6,7,14.89,60.36,1,408.81
15,6,7,21.35,41.3,1,336.86
16,6,7,18.9,68.27,1,331.22
17,6,7,17.4,44.8,1,332.27
18,6,7,19.56,81.72,1,229.2
19,6,7,21.89,77.63,1,234.16
20,6,7,20.56,63.03,1,215.86
21,6,7,16.42,61.46,1,206.52
22,6,7,21.28,84.87,1,181.72
23,6,7,17.14,54.42,1,214.5
0,0,7,19.53,52.45,0,219.64
1,0,7,17.97,86.96,0,232.63
2,0,7,18.23,80.46,0,223.77
3,0,7,21.18,81.03,0,203.35
4,0,7,15.76,49.76,0,224.0
5,0,7,24.72,47.16,0,250.33
6,0,7,13.42,41.3,0,328.64
7,0,7,17.09,51.85,0,338.79
8,0,7,19.99,78.71,0,350.81
9,0,7,20.64,52.0,0,366.75
10,0,7,18.58,76.46,0,435.38
11,0,7,18.71,52.6,0,388.36
12,0,7,20.12,59.76,0,423.27
13,0,7,18.19,89.16,0,406.16
14,0,7,23.06,52.24,0,388.04
15,0,7,21.4,58.82,0,395.74
16,0,7,21.5,55.05,0,380.5
17,0,7,15.98,45.48,0,336.13
18,0,7,18.65,64.49,0,324.37
19,0,7,17.98,58.93,0,291.44
20,0,7,15.87,74.74,0,265.48
21,0,7,19.96,80.88,0,238.46
22,0,7,17.27,67.21,0,211.46
23,0,7,20.85,41.61,0,200.16
0,1,7,15.5,70.95,0,204.63
1,1,7,23.87,42.77,0,226.11
2,1,7,16.02,70.82,0,226.43
3,1,7,19.37,74.25,0,209.91
4,1,7,21.09,49.89,0,237.81
5,1,7,17.0,80.97,0,222.63
6,1,7,21.27,85.55,0,291.94
7,1,7,15.02,80.65,0,344.07
8,1,7,23.07,55.26,0,349.95
9,1,7,18.75,69.33,0,418.43
10,1,7,16.92,85.74,0,410.79
11,1,7,17.81,56.03,0,417.66
12,1,7,21.14,81.0,0,369.29
13,1,7,16.96,40.47,0,401.9
14,1,7,16.46,40.18,0,390.71
15,1,7,18.05,77.99,0,364.87
16,1,7,15.18,78.07,0,351.05
17,1,7,24.17,79.45,0,295.15
18,1,7,17.01,86.5,0,286.95
19,1,7,21.21,45.9,0,293.58
20,1,7,19.34,51.6,0,253.79
21,1,7,15.76,85.19,0,234.76
22,1,7,18.69,48.86,0,221.55
23,1,7,21.06,74.11,0,229.09
0,2,7,17.98,66.52,0,210.14
1,2,7,22.12,44.16,0,214.52
2,2,7,21.61,54.26,0,197.45
3,2,7,21.3,66.02,0,218.67
4,2,7,17.16,82.62,0,269.17
5,2,7,15.3,75.38,0,328.71
6,2,7,16.7,71.09,0,341.84
7,2,7,19.13,64.8,0,344.71
8,2,7,20.18,54.93,0,357.58
9,2,7,12.03,45.96,0,423.66
10,2,7,18.52,60.45,0,411.2
11,2,7,19.02,41.43,0,358.18
12,2,7,17.71,50.55,0,389.65
13,2,7,22.42,61.62,0,404.39
14,2,7,19.81,60.93,0,356.34
15,2,7,22.47,42.21,0,353.94
16,2,7,17.89,69.45,0,346.27
17,2,7,21.35,67.48,0,322.37
18,2,7,23.45,43.91,0,297.87
19,2,7,22.48,87.16,0,269.53
20,2,7,15.27,44.97,0,283.34
21,2,7,17.78,82.74,0,234.53
22,2,7,17.51,40.02,0,216.94
23,2,7,20.01,84.11,0,181.4
0,3,7,20.43,40.99,0,224.41
1,3,7,15.86,77.89,0,205.34
2,3,7,18.58,58.08,0,200.22
3,3,7,12.31,76.91,0,257.77
4,3,7,22.7,60.09,0,236.41
5,3,7,16.83,43.55,0,276.51
6,3,7,18.54,78.38,0,313.82
7,3,7,17.44,43.56,0,330.74
8,3,7,21.81,86.11,0,396.71
9,3,7,9.86,42.55,0,399.57
10,3,7,18.32,63.97,0,408.15
11,3,7,18.05,76.15,0,367.62
12,3,7,17.01,59.66,0,395.26
13,3,7,23.55,50.86,0,378.73
14,3,7,15.71,77.95,0,383.24
15,3,7,20.69,79.21,0,382.3
16,3,7,19.44,86.13,0,377.11
17,3,7,22.16,58.81,0,333.17
18,3,7,16.37,65.31,0,309.54
19,3,7,16.17,58.16,0,276.07
20,3,7,21.66,52.85,0,273.12
21,3,7,19.65,77.55,0,276.59
22,3,7,13.74,56.98,0,236.76
23,3,7,16.75,61.41,0,235.31
0,4,7,19.36,60.18,0,213.46
1,4,7,20.72,75.63,0,221.73
2,4,7,16.16,85.89,0,204.69
3,4,7,9.46,73.34,0,250.88
4,4,7,19.77,63.58,0,263.48
5,4,7,14.54,78.96,0,317.01
6,4,7,12.15,72.05,0,308.26
7,4,7,9.71,43.03,0,315.95
8,4,7,,44.78,0,343.42
9,4,7,18.59,41.9,0,399.44
10,4,7,17.53,62.84,0,366.11
11,4,7,22.37,81.29,0,373.98
12,4,7,20.11,55.65,0,407.83
13,4,7,,59.21,0,396.9
14,4,7,14.02,85.47,0,418.43
15,4,7,18.1,81.85,0,355.89
16,4,7,13.35,73.25,0,365.12
17,4,7,17.51,53.34,0,361.0
18,4,7,17.46,45.85,0,287.5
19,4,7,20.08,40.8,0,308.45
20,4,7,18.34,45.35,0,237.8
21,4,7,20.07,54.63,0,251.1
22,4,7,20.31,67.59,0,210.16
23,4,7,24.67,43.2,0,187.18
0,5,7,17.09,46.81,1,172.34
1,5,7,15.21,49.05,1,201.28
2,5,7,18.77,71.6,1,191.33
3,5,7,15.63,70.79,1,237.59
4,5,7,22.48,67.54,1,249.91
5,5,7,17.18,,1,232.5
6,5,7,16.34,58.56,1,259.03
7,5,7,16.62,44.83,1,283.24
8,5,7,20.19,51.32,1,306.54
9,5,7,17.56,84.89,1,373.89
10,5,7,16.11,88.98,1,382.54
11,5,7,23.03,72.38,1,358.27
12,5,7,15.46,85.84,1,386.12
13,5,7,18.14,72.14,1,404.33
14,5,7,19.99,41.66,1,399.79
15,5,7,13.14,89.84,1,368.05
16,5,7,19.47,44.95,1,273.13
17,5,7,14.87,74.13,1,319.66
18,5,7,20.5,52.64,1,292.44
19,5,7,15.15,59.6,1,265.75
20,5,7,20.11,72.3,1,239.25
21,5,7,21.35,61.82,1,208.05
22,5,7,20.62,,1,162.16
23,5,7,18.79,56.72,1,163.71
0,6,7,17.17,57.08,1,175.65
1,6,7,16.14,87.97,1,209.38
2,6,7,22.28,79.93,1,168.77
3,6,7,15.77,62.93,1,223.99
4,6,7,14.75,49.99,1,244.19
5,6,7,19.86,80.55,1,281.19
6,6,7,15.48,47.86,1,285.48
7,6,7,15.01,50.52,1,278.25
8,6,7,13.53,58.3,1,354.1
9,6,7,16.42,84.02,1,397.43
10,6,7,17.62,46.59,1,381.81
11,6,7,18.59,46.11,1,359.35
12,6,7,20.72,64.7,1,351.56
13,6,7,19.45,53.82,1,353.92
14,6,7,17.29,68.44,1,408.44
15,6,7,17.27,62.58,1,345.99
16,6,7,19.4,61.75,1,313.26
17,6,7,21.68,45.6,1,293.51
18,6,7,18.24,47.05,1,273.05
19,6,7,16.46,81.05,1,289.33
20,6,7,14.89,84.29,1,217.49
21,6,7,13.53,51.73,1,244.08
22,6,7,19.86,45.67,1,191.18
23,6,7,19.6,42.67,1,203.55
0,0,7,,70.41,0,238.08
1,0,7,17.31,75.77,0,216.83
2,0,7,21.92,58.64,0,207.3
3,0,7,16.24,73.98,0,245.0
4,0,7,20.56,75.65,0,251.7
5,0,7,17.58,86.77,0,252.03
6,0,7,15.87,43.24,0,346.37
7,0,7,19.47,49.61,0,337.11
8,0,7,18.93,43.43,0,334.42
9,0,7,18.77,83.4,0,337.44
10,0,7,17.94,79.63,0,350.2
11,0,7,17.58,68.73,0,423.04
12,0,7,24.86,44.18,0,394.78
13,0,7,21.25,53.67,0,389.37
14,0,7,19.87,54.89,0,401.7
15,0,7,18.03,68.04,0,370.31
16,0,7,20.72,52.9,0,364.13
17,0,7,19.25,43.65,0,334.66
18,0,7,17.78,76.54,0,308.88
19,0,7,16.79,,0,255.7
20,0,7,17.45,62.62,0,244.97
21,0,7,8.19,46.38,0,275.88
22,0,7,18.33,80.13,0,208.94
23,0,7,16.23,68.28,0,241.94
0,1,7,22.31,85.08,0,247.7
1,1,7,17.59,64.77,0,227.57
2,1,7,13.96,87.07,0,263.35
3,1,7,17.38,84.59,0,255.25
4,1,7,14.39,68.82,0,258.34
5,1,7,18.95,86.69,0,285.75
6,1,7,18.4,56.15,0,349.26
7,1,7,20.4,58.28,0,319.4
8,1,7,15.16,42.27,0,346.32
9,1,7,17.63,69.46,0,358.95
10,1,7,13.43,76.1,0,403.67
11,1,7,19.63,78.68,0,382.44
12,1,7,19.09,47.49,0,440.76
13,1,7,19.02,62.21,0,408.38
14,1,7,17.53,48.84,0,417.2
15,1,7,18.77,73.11,0,372.8
16,1,7,22.34,47.9,0,328.05
17,1,7,16.67,85.21,0,313.01
18,1,7,17.95,51.53,0,291.98
19,1,7,14.27,54.57,0,300.39
20,1,7,14.92,82.55,0,278.09
21,1,7,17.82,62.92,0,251.8
22,1,7,20.84,41.2,0,186.52
23,1,7,16.76,64.73,0,216.5
0,2,7,16.66,44.23,0,192.84
1,2,7,16.14,89.27,0,226.08
2,2,7,15.76,69.41,0,238.58
3,2,7,18.25,52.83,0,215.23
4,2,7,12.87,68.19,0,292.18
5,2,7,21.21,43.84,0,322.88
6,2,7,15.37,79.99,0,333.28
7,2,7,19.53,86.27,0,328.8
8,2,7,13.55,83.72,0,364.79
9,2,7,19.37,57.09,0,373.1
10,2,7,19.38,56.29,0,377.94
11,2,7,18.52,41.75,0,410.35
12,2,7,14.38,72.57,0,396.28
13,2,7,18.11,66.75,0,368.52
14,2,7,13.81,62.97,0,411.46
15,2,7,16.61,85.38,0,384.62
16,2,7,20.45,48.39,0,342.45
17,2,7,19.75,40.48,0,305.84
18,2,7,17.41,43.67,0,317.27
19,2,7,14.44,51.17,0,273.22
20,2,7,19.3,41.66,0,253.97
21,2,7,17.42,65.14,0,276.04
22,2,7,10.4,55.7,0,255.42
23,2,7,19.71,49.02,0,181.75
0,3,7,17.12,77.5,0,186.69
1,3,7,20.81,50.22,0,209.43
2,3,7,13.91,74.38,0,206.11
3,3,7,7.67,57.46,0,225.09
4,3,7,18.03,65.59,0,270.56
5,3,7,18.07,86.69,0,290.36
6,3,7,12.13,41.87,0,333.7
7,3,7,14.26,65.01,0,350.49
8,3,7,25.46,82.72,0,357.35
9,3,7,16.28,69.4,0,371.76
10,3,7,19.39,53.84,0,403.45
11,3,7,15.25,59.88,0,444.08
12,3,7,10.93,74.01,0,417.66
13,3,7,16.69,84.54,0,389.46
14,3,7,16.4,42.05,0,377.9
15,3,7,16.0,43.58,0,368.38
16,3,7,16.85,56.25,0,366.92
17,3,7,17.99,51.64,0,293.11
18,3,7,16.75,53.25,0,321.92
19,3,7,13.41,51.06,0,308.48
20,3,7,18.66,49.79,0,222.4
21,3,7,11.35,46.53,0,236.33
22,3,7,11.05,86.7,0,242.37
23,3,7,19.42,47.21,0,207.0
0,4,7,18.55,50.22,0,219.01
1,4,7,16.86,52.31,0,213.43
2,4,7,12.85,86.65,0,261.58
3,4,7,,77.79,0,240.59
4,4,7,16.24,79.48,0,244.73
5,4,7,12.25,45.24,0,277.24
6,4,7,14.82,81.82,0,332.67
7,4,7,18.99,60.41,0,334.0
8,4,7,21.31,53.14,0,364.39
9,4,7,15.77,68.79,0,398.54
10,4,7,19.3,81.11,0,352.95
11,4,7,11.29,78.93,0,400.56
12,4,7,19.01,84.5,0,387.06
13,4,7,14.62,86.41,0,398.72
14,4,7,17.95,51.91,0,388.31
15,4,7,16.29,61.19,0,404.97
16,4,7,20.99,40.73,0,376.48
17,4,7,14.41,83.97,0,339.0
18,4,7,18.92,47.73,0,302.69
19,4,7,16.19,83.07,0,274.52
20,4,7,16.56,56.47,0,265.39
21,4,7,16.48,58.41,0,247.14
22,4,7,14.5,41.96,0,248.29
23,4,7,16.99,56.34,0,231.9
0,5,7,16.68,84.42,1,137.26
1,5,7,17.59,41.28,1,181.37
2,5,7,17.12,60.32,1,223.27
3,5,7,19.26,41.57,1,197.37
4,5,7,19.64,58.55,1,248.69
5,5,7,13.72,48.63,1,258.7
6,5,7,19.48,52.61,1,279.81
7,5,7,13.31,83.88,1,294.87
8,5,7,18.63,61.8,1,306.43
9,5,7,18.73,53.69,1,363.4
10,5,7,11.13,69.47,1,401.4
11,5,7,17.15,47.11,1,379.25
12,5,7,15.46,52.97,1,361.79
13,5,7,14.59,67.31,1,385.99
14,5,7,20.92,51.88,1,384.44
15,5,7,14.91,73.96,1,393.3
16,5,7,14.45,64.57,1,332.54
17,5,7,17.1,78.6,1,274.94
18,5,7,18.93,87.41,1,294.49
19,5,7,16.44,45.79,1,252.49
20,5,7,20.37,56.73,1,242.94
21,5,7,18.46,55.98,1,213.76
22,5,7,10.33,47.56,1,194.89
